????(???)?,??,???,?? (?),?,0 - 4?,5 - 9?,10 - 14?,15 - 19?,20 - 24?,25 - 29?,30 - 34?,35 - 39?,40 - 44?,45 - 49?,50 - 54?,55 - 59?,60 - 64?,65 - 69?,70 - 74?,75 - 79?,80? ??,80 - 84?,85? ??,85 - 89?,90 - 94?,95 - 99?,100? ??
 ???,??,5 - 9?,7078,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6790.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,7868.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,13070,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,19039,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,16047,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,15641,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,14311.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,15153,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,13908.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,13595.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,12599.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,9144,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,7210,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,5706,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,4773.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3175,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1598.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1191.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,326.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,68.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,12,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,199972.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5749.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,6777,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6366,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,7512.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,14690.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,19333,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,15665.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,15297.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,14192,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,15116.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,14999.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,15037,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,14564.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,10894,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,9164.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,6637,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,7976,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,4500.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,3475.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,2298,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,924.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,223,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,30,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,489798.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,10833,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,12872.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,12957.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,16558,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,39275,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,68411,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,48260,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,38692,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,32750,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,35438,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,33593.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,33476.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,32261,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,24836.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,20391.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,15530,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,13662.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,8699,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,4963.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,3479,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,1187.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,252.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,44.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,245687,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5592,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,6604.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6680,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,8475.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,17388,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,35201,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,26688,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,21125.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,17538.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,18793.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,16878.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,16371,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,15091.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,11443.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,9340.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,7174.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,5301,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3758,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1543,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1220,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,271.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,46,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,5.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,244111.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5241,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,6268,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6277.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,8082.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,21887,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,33210,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,21572,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,17566.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,15211.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,16644.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,16715,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,17105.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,17169.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,13393,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,11051,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,8355.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,8361.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,4941,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,3420.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,2259,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,916,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,206.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,39,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,419614,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,13902.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,20972,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,22642,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,22784.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,25155,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,30068,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,29876,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,34206.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,36312.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,40042.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,33256,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,28018,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,26175.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,19405.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,15555.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,10482,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,10760,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,6104,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,4656,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,3015,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,1292,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,310.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,38.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,200823,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,7186,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,10850,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,11524.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,11638.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,12331.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,14242,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,13795.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,15662.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,16619.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,19302,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,16593,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,13471.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,12108,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,8914,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,7190,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,5112,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,4282.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,2784.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1498,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1079,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,342,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,70.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,6.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,218791,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,6716.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,10122,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,11117.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,11146,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,12823.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,15826,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,16080.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,18544,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,19693,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,20740.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,16663,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,14546.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,14067.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,10491.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,8365.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,5370,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,6477.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3319.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,3158,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1936,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,950,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,240,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,32,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,530126,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,14474,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,23152,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,28455,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,30921.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,33298.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,40650.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,39138,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,42965,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,45597,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,51533.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,42991,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,34960,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,31982.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,24546.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,19537,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,12852,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,13072,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,7317,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,5755,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,3692.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,1596.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,402.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,63.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,253754.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,7446.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,12034,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,14826.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,16193,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,16261.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,19181,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,18133,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,19461,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,20609,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,24549.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,21670.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,17131,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,14725.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,11129.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,9124.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,6287.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,4991,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3271.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1719.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1251,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,372,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,87.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,9,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,276371.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,7027.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,11118,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,13628.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,14728.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,17037,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,21469.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,21005,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,23504,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,24988,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,26984,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,21320.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,17829,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,17257,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,13417,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,10412.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,6564.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,8081,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,4045.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,4035.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,2441.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,1224.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,315,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,54.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,662838,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,23246.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,28881,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,28805.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,31359.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,40725.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,53697.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,53717.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,57775,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,52945,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,55289.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,51854.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,49668.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,47011.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,33619.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,23486,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,15071.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,15684,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,8795,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,6889,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,4591,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,1819.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,415.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,63,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,320336,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,12112.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,14814,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,14698,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,16129,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,19885.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,25319.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,25716,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,27814.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,25509.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,26682,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,25236,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,23772.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,22030.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,16184,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,11550.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,7266,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,5616,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3674.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1941.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1428.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,427,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,74.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,11.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,342502,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,11134,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,14067,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,14107.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,15230.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,20840,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,28378,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,28001.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,29960.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,27435.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,28607.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,26618.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,25896,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,24981,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,17435.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,11935.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,7805.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,10068,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,5120.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,4947.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,3162.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,1392.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,341,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,51.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,441732.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,14938,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,18478.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,18451.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,20136.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,26339.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,33536.5,,,,,,,,,,,,,,,,,,,,,,,,
