????(???)?,??,???,?? (?),?,0 - 4?,5 - 9?,10 - 14?,15 - 19?,20 - 24?,25 - 29?,30 - 34?,35 - 39?,40 - 44?,45 - 49?,50 - 54?,55 - 59?,60 - 64?,65 - 69?,70 - 74?,75 - 79?,80? ??,80 - 84?,85? ??,85 - 89?,90 - 94?,95 - 99?,100? ??
 ???,??,85 - 89?,1439,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,497.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,130,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,19.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,53651,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,1723.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,2019.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,2072.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,2498,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,2862.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,2191,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,2019.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,2989.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,3309,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,4142.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,4561,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,4765,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,4418.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,3332.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,3143,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3176,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4427.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2575.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1852,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1352,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,402.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,89,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,8.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,27599,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,864.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1016.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1085,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1354.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1629,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1251.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1063,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1693.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1965.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,2452.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2670,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2662,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2335,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1618.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1415,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1215,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1308,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,840.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,467.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,372,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,77,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,17,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,1.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,26052,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,859,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,1003,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,987.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1143.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1233.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,939.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,956.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1296,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1343.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1690,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1891,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2103,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2083.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1714,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1728,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1961,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3119.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1735,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1384.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,980,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,325.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,72,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,7,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,83167.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,2928.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,4583.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,4595,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,4415.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,4611.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,3843.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,3831,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,5948,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,6330.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,6603.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,6330,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,6230,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,5836.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,4596,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,4086.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3746.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4651.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2723,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1928.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1341.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,474.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,94.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,18,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,41746.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1515.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,2329,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,2342.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,2250,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2529.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,2036.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1974,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,3012.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,3273,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,3612,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,3499,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,3403,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2949.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2255,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1952,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1493.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1320,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,873,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,447,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,352.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,86.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,6.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,1.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,41421,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1413,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,2254.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,2252.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,2165.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,2082,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1807,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1857,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,2935.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,3057.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,2991.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2831,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2827,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2887,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,2341,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,2134.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,2253,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3331.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1850,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1481.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,989,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,388,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,88,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,16.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,32098,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,632.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,811.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,912.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,1202.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,1427,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,1164.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,976.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,1186.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,1449,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,2068.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,2544,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,2990.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,3188,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,2566,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2520.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2668.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,3789.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2261,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1528.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1064.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,367.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,88,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,8.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,16104.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,335,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,416,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,475.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,649.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,813,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,711,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,533,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,645.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,841.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1261,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1549,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,1672.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,1718,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1244,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1150.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,998.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1091,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,720,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,371,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,265.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,94,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,11.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,0,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,15993.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,297.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,395.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,437,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,553,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,614,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,453.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,443.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,541,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,607.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,807.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,995,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,1318,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,1470,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1322,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1370,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1670,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,2698.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1541,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1157.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,799,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,273.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,76.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,8.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,52970,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,2000.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1778.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1994,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,2283,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,2683,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,2405,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,2283,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,2622,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,2905,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,3694,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,4061.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,4501,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,4565,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,3668.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,3584.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,3557,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4384.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2659,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1725.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1197,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,401.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,105,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,22,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,26445.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,1020.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,906.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,1023.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1196,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1526.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1304.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1184,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1379.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1641.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,2110.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2309,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2401.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2367.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1750,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1638,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1398.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1288,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,866.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,421.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,319.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,90.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,10.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,1,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,26524.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,980,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,872,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,970.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,1087,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1156.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1100.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,1099,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1242.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1263.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1583.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,1752.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2099.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2197.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1918.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1946.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,2158.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3096.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1792.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1304,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,877.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,311,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,94.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,21,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,44714.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,1357.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,1576,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,1562.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,1810,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,2126,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,2364,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,1636,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,2173,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,2447.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,3139,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,3522.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,3974.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,3918,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,3083.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,2991,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,2953,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,4080.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,2391,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,1689.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,1210.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,379.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,85,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,14.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,22983,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,695,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,790,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,819.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,966.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,1202.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,1475.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,853.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,1165.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,1394,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,1828.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,2064,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,2217.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,2116,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,1531.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,1412.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,1195.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,1255.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,808,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,447.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,339.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,88.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,18,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,1.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,21731.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,662.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,786,,,,,,,,,,,,,,,,,,,,,,,,
